feature,label,confidence,polysemantic,bal_acc,f1,fire_count,notes
4446,Tracked vehicles with cabin structures,0.92,False,0.9,0.9091,,"All images show tracked/caterpillar-tread vehicles with enclosed or semi-enclosed cabins, primarily used for specialized terrain or industrial purposes."
4338,Butterflies with orange and red coloring,0.95,False,0.9,0.9,,"All images show butterflies characterized by prominent orange, red, or reddish-brown wing patterns, often with distinctive eyespots or dark markings."
4329,Melons and squashes,0.92,False,0.9,0.8889,,"All images show round or oval-shaped gourds, melons, or squashes with characteristic ridged, textured surfaces in various colors ranging from pale green to orange to gray-white."
4448,Hydrangea flowers clustered blooms,0.95,False,0.9,0.9,,All images show dense clusters of small individual florets characteristic of hydrangea flowers in various colors.
4362,Preserves and jams in jars,0.92,False,0.9,0.8889,,"All images show thick, glossy preserved foods (jams, jellies, marmalades) in glass containers, often with visible fruits or spoons."
4471,Alcoholic beverage bottles with labels,0.92,False,0.9,0.9091,,"All images show bottles of alcohol (wine, whiskey, spirits) with distinctive labels as the primary visual element."
4431,Muffins and baked goods,0.95,False,0.9,0.9091,,"All images show muffins in various styles, flavors, and stages of presentation, consistently featuring the characteristic muffin shape with paper liners."
4460,Tipi/Teepee tent structures,0.98,False,0.9,0.8889,,All images prominently feature Native American tipi/teepee tents with their distinctive conical shape and characteristic poles extending from the top.
4493,Plant stems and leaf nodes,0.85,False,0.9,0.9091,,"All images show close-up views of herbaceous plant stems with visible nodes, petioles, and adjacent foliage in various stages of growth and health."
3892,Radial leaf arrangement from above,0.95,False,0.9,0.8889,,All images show plants photographed from above with leaves arranged in a radial/circular pattern emanating from a central point.
4486,People holding candles in darkness,0.95,False,0.9,0.9,,"All images show groups of people in dark settings holding lit candles, typically in candlelight vigils or memorial gatherings."
4436,Conical tent structures and canvas tents,0.92,False,0.9,0.9,,"Images predominantly feature tipi/teepee-style conical tents and canvas tent structures, typically shown from interior or exterior perspectives with visible fabric and pole construction."
4450,Red or orange flowers with prominent stamens,0.95,False,0.9,0.8889,,"All images show flowering plants with red or orange petals and highly visible, dense yellow/golden stamen centers, characteristic of flowers like proteas, rhododendrons, or similar species."
4485,Fruit and produce market displays,0.95,False,0.9,0.9091,,"All images show colorful spherical fruits (oranges, apples, lemons, limes, tomatoes) densely arranged in market or grocery store settings with visible price signs and vendor areas."
4463,Purple flowering plants in garden,0.92,False,0.9,0.8889,,The feature consistently activates on images of purple/violet flowers (likely salvia or similar flowering plants) growing among green foliage in garden settings.
4519,Waffle makers and waffle cooking,0.95,False,0.9,0.9,,"All images show waffle irons/makers in various states - open, closed, with cooked waffles visible, emphasizing the distinctive grid pattern of the cooking surface."
4458,Meat curry or stewed meat dishes,0.92,False,0.9,0.9,,"Images consistently show cooked meat in spiced gravy/sauce, primarily curry-based dishes with visible meat chunks in brown/red sauce."
4382,Spherical objects arranged in patterns,0.92,False,0.9,0.8889,,"All images feature collections of round/spherical items (beads, marbles, balls, or similar objects) organized in distinct groupings or arrangements."
4517,Tall rock formations and cliffs,0.92,False,0.9,0.8889,,"The images consistently show vertical or near-vertical rock structures, including towers, cliffs, and columnar formations with various geological textures and colors."
4499,Alpine mountain peaks and summits,0.92,False,0.9,0.9,,"All images feature distinctive sharp, rocky mountain peaks at high altitude, often with snow coverage, representing classic alpine terrain."
4543,Red flowers in green fields,0.95,False,0.9,0.9,,"The feature consistently activates on agricultural or natural scenes dominated by red flowering plants (likely poppies or similar crops) interspersed with green foliage, appearing in various scales and perspectives."
4531,Trowels and smoothing tools,0.95,False,0.9,0.8889,,"All images show variations of trowels and finishing tools used in construction/masonry, characterized by a flat rectangular blade attached to a handle."
4559,CRT television sets in indoor spaces,0.95,False,0.9,0.9,,"All images feature cathode ray tube (CRT) televisions as the dominant visual element, displayed in various home entertainment setups and rooms."
4547,Religious iconography and altarpieces,0.95,False,0.9,0.9,,"All images depict Christian religious artwork, predominantly medieval and Renaissance paintings of holy figures, saints, and religious scenes arranged in triptych or altarpiece formats."
4510,Commercial vans and utility vehicles,0.92,False,0.9,0.9091,,"Images predominantly show small to medium-sized commercial/work vans with enclosed cargo areas, typically white or solid-colored bodies used for trades and services."
4572,White or pale clustered flowers,0.92,False,0.9,0.9091,,"All images show densely packed, small white or cream-colored flowers arranged in tight clusters or spikes, characteristic of plants like jasmine, tuberose, or similar flowering plants."
4566,Holly berries and foliage,0.92,False,0.9,0.9,,"Images consistently show bright red berries clustered among distinctive spiky, glossy green holly leaves, characteristic of holly plants (Ilex species)."
4516,Interlocking geometric patterns and lattice designs,0.92,False,0.9,0.8889,,"The feature consistently activates on interwoven, lattice-like, or knotwork patterns found in pies, textiles, plates, and decorative designs."
4574,rifle barrels and receivers,0.92,False,0.9,0.8889,,"All images show close-up views of firearm components, primarily barrel sections, receivers, and optical attachments from various rifle designs."
4462,Yellow flowers,0.98,False,0.9,0.8889,,"All images show bright yellow flowering plants with varied petal arrangements, consistently activating on the color and floral morphology."
4592,Wine bottles,0.98,False,0.9,0.9091,,"All 16 images show wine bottles with dark glass and labels, representing various wine styles and regions."
4550,Spheres and round beads,0.95,False,0.9,0.9,,"All images prominently feature three-dimensional spherical objects arranged together, including glass beads, pearls, decorative balls, and various ball-like forms in different colors and materials."
4477,Bottles arranged in groups,0.95,False,0.9,0.9,,"All images show multiple bottles (beer, soda, or beverage bottles) arranged together, often in rows or collections, with consistent focus on the bottle containers themselves."
4593,Leaf veins and venation patterns,0.92,False,0.9,0.9,,"All images prominently display the vein structure and venation patterns of green leaves, with clear visibility of midribs and secondary veins across various leaf types."
4571,Folding knives and pocket knives,0.92,False,0.9,0.8889,,"The feature consistently activates on images of folding and pocket knives with various handle colors and blade configurations, including garden pruning tools."
4626,parking lots with multiple cars,0.92,False,0.9,0.8889,,"All images show aggregated vehicles parked in outdoor parking areas, from small lots to large commercial/dealership parking facilities."
